Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
93M_R1 - polyg	(1, 0.001465700139194374)	(2, 0.001790193214139426)	(3, 0.0020719321339396912)	(4, 0.002397521469273071)	(5, 0.002714340721499828)	(6, 0.0030147160679016667)	(7, 0.003338112882458391)	(8, 0.003676857342451706)	(9, 0.004023275625163315)	(10, 0.004540710528454074)	(12, 0.00524834660911972)	(14, 0.005930768700853824)	(16, 0.006634019739966159)	(18, 0.007365225418980855)	(20, 0.0081868725800326)	(22, 0.009010164131666836)	(24, 0.009945822373104683)	(26, 0.013707639895651796)	(28, 0.020472662752023137)	(30, 0.023547125011088674)	(32, 0.026497161716078996)	(34, 0.028044533254203797)	(36, 0.02922630195282125)	(38, 0.030372442188818047)	(40, 0.03161066829743439)	(42, 0.03293823962769944)	(44, 0.034401199115923)	(46, 0.04140411047656149)	(48, 0.0512583951072408)	(50, 0.06538316208065134)	(52, 0.09465331444900571)	(54, 0.11680544811594716)	(56, 0.12989260463180538)	(58, 0.13887919916512315)	(60, 0.14362600664658287)	(62, 0.14682050941817032)	(64, 0.1495386870510293)	(66, 0.15181781239836295)	(68, 0.1532807718865865)	(70, 0.15412872929695814)	(72, 0.154897207829176)	(74, 0.1556174509043074)	(76, 0.15630699868856562)	(78, 0.1569883245199114)	(80, 0.1576981531213537)	(82, 0.15840578920201936)	(84, 0.15907670055967602)	(86, 0.15971417597548865)	(88, 0.160353843912078)	(90, 0.16095349834449335)	(92, 0.16155808594865617)	(94, 0.16213417078272246)	(96, 0.16269819675251718)	(98, 0.16324358629571029)	(100, 0.16379062022948587)	(102, 0.1643497130275331)	(104, 0.16490880582558032)	(106, 0.16545200284799677)	(108, 0.16594038685099685)	(110, 0.16645234045234597)	(112, 0.1669610052725301)	(114, 0.16742362715640446)	(116, 0.16787967147794888)	(118, 0.16836915174133726)	(120, 0.1687276288883205)
93M_R2 - illumina_universal_adapter	(1, 0.0011861537401707649)	(2, 0.002508243768494187)	(3, 0.0039103608051655435)	(4, 0.0052072368445574245)	(5, 0.006340770086088451)	(6, 0.007281361499273772)	(7, 0.008110134352849649)	(8, 0.008728425211866571)	(9, 0.009189950835352609)	(10, 0.009652024589032809)	(12, 0.01000556856426855)	(14, 0.010197962262420092)	(16, 0.013480165865073761)	(18, 0.018000595576343772)	(20, 0.022591185952466765)	(22, 0.027438849389652645)	(24, 0.03268116656663656)	(26, 0.038057775641190644)	(28, 0.0437676478737964)	(30, 0.04977405854144484)	(32, 0.05608851837821343)	(34, 0.06284148237031316)	(36, 0.0700806378446363)	(38, 0.07775884560448477)	(40, 0.08605205544218517)	(42, 0.09474156341026611)	(44, 0.10412610046454691)	(46, 0.11420347408425094)	(48, 0.12502411224724128)	(50, 0.13672175872089393)	(52, 0.13985158212957)	(54, 0.139911876450928)	(56, 0.1399776520742277)	(58, 0.14006370851471145)	(60, 0.14015908316849596)	(62, 0.14027364237907625)	(64, 0.1404123193181997)	(66, 0.14054825560635237)	(68, 0.14072530165906733)	(70, 0.1409418130857621)	(72, 0.14119066419391252)	(74, 0.1414625367702178)	(76, 0.14171083974817408)	(78, 0.14197120159040194)	(80, 0.14224088164593063)	(82, 0.14256427846048733)	(84, 0.14289206031659735)	(86, 0.14322093843309575)	(88, 0.14355968289308907)	(90, 0.14398229127278944)	(92, 0.1444449131566638)	(94, 0.14493494155024636)	(96, 0.14550335256159436)	(98, 0.1461156139884755)	(100, 0.14679365103865627)	(102, 0.1475747365653399)	(104, 0.14845119674580803)	(106, 0.1494049432836533)	(108, 0.15050723310411698)	(110, 0.15174491108253915)	(112, 0.15321444813309265)	(114, 0.15476565658257663)	(116, 0.1564626676637082)	(118, 0.15830548137648734)	(120, 0.15984353470131135)
93M_R2 - polya	(1, 0.11226583384788141)	(2, 0.14830100907260713)	(3, 0.18432851047461454)	(4, 0.2203899959486601)	(5, 0.2559362390401916)	(6, 0.29139368504026847)	(7, 0.326736023699571)	(8, 0.36227349670799586)	(9, 0.3978076809352557)	(10, 0.4514997741045844)	(12, 0.522995684110552)	(14, 0.5947694961249608)	(16, 0.6665575595244178)	(18, 0.7393574712623012)	(20, 0.8118783847313555)	(22, 0.884306664197596)	(24, 0.9567842753813112)	(26, 1.0295123820637593)	(28, 1.1024838585524162)	(30, 1.1749866837250629)	(32, 1.247596942415766)	(34, 1.3208200106635442)	(36, 1.3938172492713266)	(38, 1.4663392590007693)	(40, 1.5397273144369907)	(42, 1.6126291783909887)	(44, 1.6854778737161529)	(46, 1.7581665150246213)	(48, 1.8308705039785262)	(50, 1.9036051882233043)	(52, 1.976422091997207)	(54, 2.0496588634998396)	(56, 2.1223343496836478)	(58, 2.194771947363189)	(60, 2.267168435278168)	(62, 2.3388381025556857)	(64, 2.4098406953869054)	(66, 2.4811864177196723)	(68, 2.553093973501457)	(70, 2.6252586023443047)	(72, 2.697402950369968)	(74, 2.769499062938545)	(76, 2.841868144343816)	(78, 2.9150194075361586)	(80, 2.9878412444818085)	(82, 3.060258013213972)	(84, 3.132875945727393)	(86, 3.2052938107199447)	(88, 3.277581768856479)	(90, 3.349718443059424)	(92, 3.4218216813205258)	(94, 3.4934924448584312)	(96, 3.5656154158065223)	(98, 3.6375213271977245)	(100, 3.709525902023876)	(102, 3.780924792985477)	(104, 3.851865447104757)	(106, 3.9226838681907377)	(108, 3.9933718342905076)	(110, 4.06451420032124)	(112, 4.135252046268679)	(114, 4.206092392562425)	(116, 4.276645518634432)	(118, 4.346885662365569)	(120, 4.401425164815076)
93M_R2 - polyg	(1, 0.03173564198170376)	(2, 0.031782781178401866)	(3, 0.031812380208886715)	(4, 0.03187705957179806)	(5, 0.03191542868538954)	(6, 0.03194502771587439)	(7, 0.03199107065218416)	(8, 0.032036017328105605)	(9, 0.032086445305968686)	(10, 0.032196619474995636)	(12, 0.032350644059555705)	(14, 0.03244656684353439)	(16, 0.032521112549940695)	(18, 0.03259401386576449)	(20, 0.03269322543090816)	(22, 0.03279517764702266)	(24, 0.032910833117991256)	(26, 0.03303251802109565)	(28, 0.033196408949150664)	(30, 0.03335865548662319)	(32, 0.03354173097147395)	(34, 0.033764271830304504)	(36, 0.03397201317389264)	(38, 0.0342066128969948)	(40, 0.03443902009932032)	(42, 0.034685130556499924)	(44, 0.034976735819795136)	(46, 0.03527765929639114)	(48, 0.03560105611094787)	(50, 0.03594473374268865)	(52, 0.036319654795496786)	(54, 0.03703606095926906)	(56, 0.06393445397747605)	(58, 0.10808634111738138)	(60, 0.12720895920117872)	(62, 0.143833747990171)	(64, 0.15217519328495785)	(66, 0.15660518151419078)	(68, 0.16002770644655046)	(70, 0.16325674142037022)	(72, 0.1657041427373122)	(74, 0.16677738165748518)	(76, 0.16756559287669293)	(78, 0.16831653124269752)	(80, 0.16906089204637215)	(82, 0.16978606829325105)	(84, 0.17058250146537127)	(86, 0.1713619426014724)	(88, 0.17215070195087429)	(90, 0.1732283259126006)	(92, 0.17677692078961793)	(94, 0.18204390382533925)	(96, 0.18750328055921206)	(98, 0.19308160154521847)	(100, 0.1991219962849051)	(102, 0.20545180376711025)	(104, 0.21192631762057473)	(106, 0.21892703646043654)	(108, 0.22612891908155655)	(110, 0.23376601707684272)	(112, 0.24190849111114804)	(114, 0.25050317255563864)	(116, 0.25957417913885766)	(118, 0.26932431903264575)	(120, 0.27683753960405094)
94M_R1 - polya	(1, 0.01603085385759037)	(2, 0.019041596052495034)	(3, 0.021837662917028905)	(4, 0.024514230706036175)	(5, 0.02689680961896916)	(6, 0.029334379256923233)	(7, 0.03195701383485213)	(8, 0.0346177189147187)	(9, 0.03706057612238634)	(10, 0.040784082714679745)	(12, 0.045806745185596395)	(14, 0.050915595042844174)	(16, 0.05591869350582063)	(18, 0.060722450590595625)	(20, 0.06582495536418712)	(22, 0.07105594808181828)	(24, 0.0761912357876339)	(26, 0.08143068861680677)	(28, 0.0869620152941685)	(30, 0.09235322137412072)	(32, 0.0972325907057997)	(34, 0.10191420493019135)	(36, 0.10676660765633114)	(38, 0.11170096771303124)	(40, 0.11616737785008072)	(42, 0.1210663111896999)	(44, 0.1258912185533292)	(46, 0.13067329660227855)	(48, 0.13580012419655246)	(50, 0.14079634881890127)	(52, 0.14533096860525574)	(54, 0.14940081101378777)	(56, 0.15331731390062633)	(58, 0.15725126576751966)	(60, 0.16116776865435825)	(62, 0.16522492089557766)	(64, 0.16914036626847354)	(66, 0.17305422537045534)	(68, 0.17696649820152305)	(70, 0.1809697172316641)	(72, 0.18491212921009917)	(74, 0.18899836308474322)	(76, 0.1930660904653898)	(78, 0.19716501450734641)	(80, 0.20135329847746228)	(82, 0.2055569163997475)	(84, 0.2100598107678206)	(86, 0.21460024688086)	(88, 0.21929666630044958)	(90, 0.22378792801515282)	(92, 0.22815123054278774)	(94, 0.23253303956442017)	(96, 0.23676415284921593)	(98, 0.24113327170353577)	(100, 0.24545427367346218)	(102, 0.24977686191430265)	(104, 0.25401061898395516)	(106, 0.2582501923802927)	(108, 0.2624971683742291)	(110, 0.2668964263759163)	(112, 0.2711127344655141)	(114, 0.27506730785429034)	(116, 0.2790557216892334)	(118, 0.2832276141932373)	(120, 0.2863335326429861)
94M_R1 - polyg	(1, 0.0016275139578357134)	(2, 0.001970148475274811)	(3, 0.0023244156460837545)	(4, 0.0026236920918716084)	(5, 0.0029642115814252795)	(6, 0.00326243051327042)	(7, 0.0035648795008864135)	(8, 0.0038810761697576795)	(9, 0.004219480631425924)	(10, 0.004724972296042865)	(12, 0.005384332239324585)	(14, 0.006062727433575143)	(16, 0.006762272906679967)	(18, 0.007525797973318944)	(20, 0.008354360147434788)	(22, 0.009226280393201874)	(24, 0.010100315666854386)	(26, 0.012681707201017463)	(28, 0.015672356631010576)	(30, 0.017098942939730768)	(32, 0.01831719900173645)	(34, 0.01919599308813117)	(36, 0.020088534855781166)	(38, 0.02098636419314473)	(40, 0.02195240317981329)	(42, 0.02305539022206323)	(44, 0.024379926435311592)	(46, 0.03252225503723237)	(48, 0.04149684711206848)	(50, 0.06774698695506848)	(52, 0.1228038065975778)	(54, 0.1536372118682971)	(56, 0.16679162780170737)	(58, 0.17466323283429358)	(60, 0.1789583257126235)	(62, 0.18230641485525367)	(64, 0.18531451326530157)	(66, 0.18790119236917818)	(68, 0.18943194380125566)	(70, 0.19030439280399408)	(72, 0.19114828893027927)	(74, 0.19194353941519965)	(76, 0.19272028340612254)	(78, 0.19352346524561326)	(80, 0.19430073799350753)	(82, 0.19506849311591734)	(84, 0.19578337254119152)	(86, 0.19643374361596017)	(88, 0.1970640219258173)	(90, 0.1977429458770392)	(92, 0.19835789023472694)	(94, 0.19892577522196397)	(96, 0.1994889013964588)	(98, 0.2000462112442687)	(100, 0.20060933741876352)	(102, 0.20117404986417237)	(104, 0.2017149682458702)	(106, 0.20226699052396652)	(108, 0.20282853042754728)	(110, 0.2033831964905004)	(112, 0.2039611278601932)	(114, 0.20451420765223222)	(116, 0.20505882733272957)	(118, 0.20556960656706008)	(120, 0.20593074757849664)
94M_R2 - illumina_universal_adapter	(1, 0.0012912245240528956)	(2, 0.0026839703866062643)	(3, 0.004088348902529479)	(4, 0.005611168980036579)	(5, 0.006810389791073421)	(6, 0.00790491672178165)	(7, 0.008751985389894974)	(8, 0.009412931604090765)	(9, 0.009956493770645383)	(10, 0.010457226622520112)	(12, 0.01086754203229286)	(14, 0.011084332390549078)	(16, 0.014362625612960197)	(18, 0.01887768139137448)	(20, 0.0235555943169666)	(22, 0.028470919122697856)	(24, 0.033705084382157156)	(26, 0.03937917544178518)	(28, 0.04567719972761401)	(30, 0.05227132791740258)	(32, 0.05934027986746939)	(34, 0.0671114210754978)	(36, 0.07569843429032952)	(38, 0.0850003269304354)	(40, 0.0948917835936039)	(42, 0.10570010484510482)	(44, 0.11738774893997181)	(46, 0.13031850067449824)	(48, 0.14456004094101776)	(50, 0.16015467029723893)	(52, 0.16431757393272972)	(54, 0.16441116391665983)	(56, 0.1645222028806447)	(58, 0.16467025483262457)	(60, 0.16482570938220342)	(62, 0.16502187821857672)	(64, 0.16523761106289026)	(66, 0.1654586314769173)	(68, 0.16572353871956697)	(70, 0.16598580217735986)	(72, 0.16631997658325726)	(74, 0.1667022678735481)	(76, 0.16704437363401586)	(78, 0.16742877995219213)	(80, 0.1678105424855116)	(82, 0.16821557032557077)	(84, 0.16862165567957269)	(86, 0.16905629391002785)	(88, 0.16953376145516286)	(90, 0.1700921288169155)	(92, 0.17071923458494442)	(94, 0.17141560751622112)	(96, 0.1721791325828601)	(98, 0.17299659086057745)	(100, 0.17395469849267567)	(102, 0.17502173006087335)	(104, 0.17617494901540218)	(106, 0.17745242585819979)	(108, 0.17883406782435468)	(110, 0.18037222185403112)	(112, 0.18200925343735125)	(114, 0.18390590469360749)	(116, 0.18593580270664561)	(118, 0.18814230554811684)	(120, 0.18987980095599472)
94M_R2 - polya	(1, 0.11144822188072277)	(2, 0.1478066087451475)	(3, 0.18447801973661537)	(4, 0.2207729557644773)	(5, 0.25725401424625677)	(6, 0.2931407498922314)	(7, 0.32917130743441503)	(8, 0.3653393417891514)	(9, 0.40117531676587576)	(10, 0.455874696695748)	(12, 0.528329735723776)	(14, 0.6011041439625033)	(16, 0.6737680419942171)	(18, 0.7465218287110615)	(20, 0.819118574607413)	(22, 0.890861906751995)	(24, 0.9625137639405321)	(26, 1.0339985339261206)	(28, 1.1055652612422695)	(30, 1.177165300247614)	(32, 1.2487859607748408)	(34, 1.3203976324335551)	(36, 1.3915825972163844)	(38, 1.462504241027478)	(40, 1.5330340759227965)	(42, 1.6037309980210637)	(44, 1.6735062967182561)	(46, 1.743401094490975)	(48, 1.8134545193551013)	(50, 1.8828718495826855)	(52, 1.9519565916752861)	(54, 2.021177753066497)	(56, 2.089954229844797)	(58, 2.1580512539149037)	(60, 2.2263275265982996)	(62, 2.2942796712582547)	(64, 2.3619510459664195)	(66, 2.4294352407067237)	(68, 2.496922607988856)	(70, 2.564413676569788)	(72, 2.6318560995093545)	(74, 2.699389468647995)	(76, 2.767359062288005)	(78, 2.836645789543664)	(80, 2.9058664221779034)	(82, 2.974978130876043)	(84, 3.043592808021108)	(86, 3.1118246651189105)	(88, 3.180473182710142)	(90, 3.2488298264531847)	(92, 3.317348798586434)	(94, 3.385740340289586)	(96, 3.4545474849722244)	(98, 3.522879805894585)	(100, 3.5914839079002223)	(102, 3.660141414359967)	(104, 3.7284520562465016)	(106, 3.7959949430106263)	(108, 3.8637794717106613)	(110, 3.9316168761078316)	(112, 3.999563733198073)	(114, 4.066766100472645)	(116, 4.1343539315793345)	(118, 4.2023959649244205)	(120, 4.2547603540687815)
94M_R2 - polyg	(1, 0.03387745915481942)	(2, 0.03393033485195508)	(3, 0.03397792297937718)	(4, 0.034061466580851525)	(5, 0.03412703244529975)	(6, 0.03417990814243541)	(7, 0.03423066881168565)	(8, 0.034290947106420305)	(9, 0.03435651297086852)	(10, 0.034517255090160945)	(12, 0.034659490715455876)	(14, 0.034766828380641275)	(16, 0.03486940723308446)	(18, 0.034974629870384424)	(20, 0.03510734787019494)	(22, 0.035273906316172284)	(24, 0.03544205103306369)	(26, 0.03563663359852293)	(28, 0.035888850673860044)	(30, 0.036145297804968016)	(32, 0.03647735718297998)	(34, 0.03685700468841404)	(36, 0.037192236608254145)	(38, 0.037551791348776654)	(40, 0.037920863714783586)	(42, 0.03830527003295985)	(44, 0.03874995464587078)	(46, 0.039176661521755585)	(48, 0.0396567728517474)	(50, 0.040224129082013074)	(52, 0.04081475061901843)	(54, 0.04222494546162657)	(56, 0.09327431601822397)	(58, 0.15704293552080514)	(60, 0.1765207560746694)	(62, 0.1895445690361546)	(64, 0.1962772315524386)	(66, 0.2005606917773987)	(68, 0.20422392007495743)	(70, 0.20774861404602074)	(72, 0.21035115585903807)	(74, 0.21165877184920306)	(76, 0.21275065499505447)	(78, 0.21375212069880395)	(80, 0.21478636933477752)	(82, 0.21580792780343855)	(84, 0.21689399462260506)	(86, 0.21796578500354494)	(88, 0.21907670340036522)	(90, 0.22048636948600203)	(92, 0.22477300225279023)	(94, 0.23048252002949915)	(96, 0.2363147094235628)	(98, 0.2423097559648043)	(100, 0.24865166707925573)	(102, 0.25563337412904874)	(104, 0.2629349791465124)	(106, 0.27063420940643634)	(108, 0.2788304712194355)	(110, 0.28775483138199276)	(112, 0.2974749707864417)	(114, 0.3078438949947453)	(116, 0.3187970956563979)	(118, 0.33074171563934424)	(120, 0.340139842048237)
95M_R1 - polya	(1, 0.010530495057907697)	(2, 0.01294942516641049)	(3, 0.015349594789340794)	(4, 0.017723968744608926)	(5, 0.0200174381058457)	(6, 0.022234692994444236)	(7, 0.024378078471101097)	(8, 0.02667975554477583)	(9, 0.029035369014471474)	(10, 0.0326584877906584)	(12, 0.03742658245194129)	(14, 0.04229199713213147)	(16, 0.04711520071978355)	(18, 0.051842843084050766)	(20, 0.056718810537375465)	(22, 0.06136613457278546)	(24, 0.06620047719874621)	(26, 0.07107351332620021)	(28, 0.07608314923922889)	(30, 0.08111037310748179)	(32, 0.08608131551901721)	(34, 0.09096080056338676)	(36, 0.09607537794258655)	(38, 0.10097245094218031)	(40, 0.10587831791938618)	(42, 0.11086567575579753)	(44, 0.11588058805539347)	(46, 0.12081869961717706)	(48, 0.1259151027759785)	(50, 0.13119090307806686)	(52, 0.1360381435378587)	(54, 0.14063739382898918)	(56, 0.14517156868579012)	(58, 0.14987048405652445)	(60, 0.1546321298008918)	(62, 0.1593234237243623)	(64, 0.1638493908687253)	(66, 0.1686309696290134)	(68, 0.1734530006863172)	(70, 0.17813198304113076)	(72, 0.18290769914967747)	(74, 0.18743366629404043)	(76, 0.19188928161750657)	(78, 0.19633727549370883)	(80, 0.2008163414241406)	(82, 0.20549121992273517)	(84, 0.2102147584307834)	(86, 0.21497054152340933)	(88, 0.21975446534439402)	(90, 0.22441116962259028)	(92, 0.22877063745749737)	(94, 0.23313420914862348)	(96, 0.2374749164979581)	(98, 0.24202726557515739)	(100, 0.24631696785434182)	(102, 0.25048179565143436)	(104, 0.2546935246624581)	(106, 0.2589820544112943)	(108, 0.2631861619750542)	(110, 0.26751807534677674)	(112, 0.27167938555282445)	(114, 0.27575920489966665)	(116, 0.27996448499377485)	(118, 0.2838989105774303)	(120, 0.28684430681231105)
95M_R1 - polyg	(1, 0.0014011737661952677)	(2, 0.0017576229920725575)	(3, 0.0021257975214326527)	(4, 0.0024494158975580872)	(5, 0.0027507561970661907)	(6, 0.0030649943304053803)	(7, 0.003424961147327512)	(8, 0.0037427168717115433)	(9, 0.004062817656792136)	(10, 0.0045933876393890885)	(12, 0.0053314954936317)	(14, 0.006100675402103748)	(16, 0.0068886157961482826)	(18, 0.007641966544918541)	(20, 0.008461565258366652)	(22, 0.009391968089727275)	(24, 0.01076382859721553)	(26, 0.024220959404431502)	(28, 0.04183646909182448)	(30, 0.04893027769892186)	(32, 0.05663731967816997)	(34, 0.05954988506329888)	(36, 0.06163464402254171)	(38, 0.06349369088974052)	(40, 0.06537149824251184)	(42, 0.06711856846144987)	(44, 0.06860650947341791)	(46, 0.0754851587616058)	(48, 0.08705510197326422)	(50, 0.09777378815207094)	(52, 0.1133702005797248)	(54, 0.12458955721724732)	(56, 0.1314646889143904)	(58, 0.1360879760776606)	(60, 0.13890908409562364)	(62, 0.14101787992700623)	(64, 0.1427074961588785)	(66, 0.14415322607830844)	(68, 0.1451932604972333)	(70, 0.14601520427137799)	(72, 0.14682014635547258)	(74, 0.14756470312663073)	(76, 0.14833036544405792)	(78, 0.14908547498835062)	(80, 0.14983296308537947)	(82, 0.15055055165852718)	(84, 0.15126755396650074)	(86, 0.15194000012123965)	(88, 0.15258078795657495)	(90, 0.15316588060036695)	(92, 0.15374159300137272)	(94, 0.15429150973471628)	(96, 0.15485842815810996)	(98, 0.15538841187553276)	(100, 0.15593598354817978)	(102, 0.15652811137406147)	(104, 0.15708095943327574)	(106, 0.15761270194622098)	(108, 0.15819193193827158)	(110, 0.15874184867161517)	(112, 0.15925248563829136)	(114, 0.15973908573282777)	(116, 0.16023858366119528)	(118, 0.16075039315821976)	(120, 0.16109980720200737)
95M_R2 - illumina_universal_adapter	(1, 0.0013566176129606064)	(2, 0.002885597187118455)	(3, 0.004368848077693362)	(4, 0.005933003562299627)	(5, 0.007181748383218422)	(6, 0.008235853166322644)	(7, 0.009144564186240078)	(8, 0.009825804318591081)	(9, 0.010333509959396563)	(10, 0.010793141855922544)	(12, 0.011177731810158565)	(14, 0.011376475704192122)	(16, 0.014538203788330647)	(18, 0.018985025134184666)	(20, 0.023372047432276374)	(22, 0.02807975678062282)	(24, 0.03305187172250653)	(26, 0.03822331682359793)	(28, 0.043876085632658504)	(30, 0.04972525327505607)	(32, 0.05595783834134138)	(34, 0.06244134490215873)	(36, 0.06945776650626959)	(38, 0.07698775640292735)	(40, 0.08504890254735618)	(42, 0.09367638085000454)	(44, 0.10279104551236345)	(46, 0.11263678284687531)	(48, 0.12341937192966333)	(50, 0.13516753975426038)	(52, 0.13833219916426961)	(54, 0.13838496302994224)	(56, 0.13845765991153564)	(58, 0.13854501342248254)	(60, 0.13865112741900193)	(62, 0.13877776069661624)	(64, 0.13891201542149434)	(66, 0.13908730870856229)	(68, 0.13927784489015788)	(70, 0.13948948661802252)	(72, 0.13971754377076312)	(74, 0.13996846526529513)	(76, 0.14021997302500133)	(78, 0.14048261982301616)	(80, 0.14077809747078285)	(82, 0.14108061030063923)	(84, 0.14139484843397843)	(86, 0.14173429596980563)	(88, 0.1421042292946882)	(90, 0.14251285612106396)	(92, 0.1429824545255503)	(94, 0.143503644265361)	(96, 0.14407349401462538)	(98, 0.14470607413752273)	(100, 0.14541780005892901)	(102, 0.14629895661566186)	(104, 0.14725515511468468)	(106, 0.14829167194256468)	(108, 0.14939267793960012)	(110, 0.15069184156549498)	(112, 0.1521475379928853)	(114, 0.15385708724067834)	(116, 0.15568682084917018)	(118, 0.15762735857557447)	(120, 0.15917685743082724)
